Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDS52,OUT010,2181.2889135750315
FDG02,OUT018,2181.2889135750315
NCO26,OUT046,2181.2889135750315
FDH35,OUT027,2181.2889135750315
FDB51,OUT045,2181.2889135750315
FDX44,OUT017,2181.2889135750315
NCN07,OUT010,2181.2889135750315
NCC31,OUT035,2181.2889135750315
NCX54,OUT017,2181.2889135750315
NCO55,OUT045,2181.2889135750315
NCC30,OUT049,2181.2889135750315
FDI16,OUT035,2181.2889135750315
FDP16,OUT049,2181.2889135750315
FDB11,OUT035,2181.2889135750315
NCB06,OUT035,2181.2889135750315
FDA45,OUT035,2181.2889135750315
NCO26,OUT035,2181.2889135750315
DRJ25,OUT017,2181.2889135750315
FDR28,OUT018,2181.2889135750315
FDI04,OUT018,2181.2889135750315
DRK12,OUT027,2181.2889135750315
FDX20,OUT046,2181.2889135750315
NCI18,OUT018,2181.2889135750315
FDB36,OUT018,2181.2889135750315
FDN13,OUT017,2181.2889135750315
DRD24,OUT017,2181.2889135750315
FDQ28,OUT013,2181.2889135750315
FDM22,OUT013,2181.2889135750315
FDR07,OUT027,2181.2889135750315
FDV25,OUT018,2181.2889135750315
DRF49,OUT046,2181.2889135750315
FDW51,OUT046,2181.2889135750315
DRL01,OUT017,2181.2889135750315
FDP25,OUT017,2181.2889135750315
FDL50,OUT018,2181.2889135750315
NCB30,OUT027,2181.2889135750315
FDW11,OUT018,2181.2889135750315
NCM43,OUT035,2181.2889135750315
FDK44,OUT017,2181.2889135750315
FDM15,OUT013,2181.2889135750315
FDS31,OUT013,2181.2889135750315
FDI32,OUT010,2181.2889135750315
FDR47,OUT010,2181.2889135750315
FDB35,OUT045,2181.2889135750315
NCU05,OUT010,2181.2889135750315
DRY23,OUT019,2181.2889135750315
FDO24,OUT045,2181.2889135750315
FDQ28,OUT027,2181.2889135750315
FDV39,OUT045,2181.2889135750315
NCO17,OUT019,2181.2889135750315
FDU50,OUT013,2181.2889135750315
FDT12,OUT027,2181.2889135750315
FDK58,OUT018,2181.2889135750315
FDO08,OUT019,2181.2889135750315
NCW29,OUT049,2181.2889135750315
FDE04,OUT045,2181.2889135750315
NCB19,OUT049,2181.2889135750315
FDV15,OUT049,2181.2889135750315
FDL58,OUT049,2181.2889135750315
FDA08,OUT045,2181.2889135750315
FDT43,OUT018,2181.2889135750315
NCX06,OUT027,2181.2889135750315
FDT20,OUT046,2181.2889135750315
FDB41,OUT046,2181.2889135750315
NCN55,OUT049,2181.2889135750315
FDE40,OUT027,2181.2889135750315
FDX49,OUT027,2181.2889135750315
NCM53,OUT045,2181.2889135750315
FDE36,OUT035,2181.2889135750315
FDN57,OUT045,2181.2889135750315
FDI24,OUT027,2181.2889135750315
FDI19,OUT046,2181.2889135750315
FDF24,OUT010,2181.2889135750315
FDG52,OUT049,2181.2889135750315
DRF36,OUT045,2181.2889135750315
FDS45,OUT019,2181.2889135750315
FDX40,OUT010,2181.2889135750315
DRK12,OUT035,2181.2889135750315
DRC27,OUT035,2181.2889135750315
FDL58,OUT017,2181.2889135750315
NCD30,OUT045,2181.2889135750315
NCZ54,OUT010,2181.2889135750315
FDE10,OUT010,2181.2889135750315
FDR44,OUT010,2181.2889135750315
FDP28,OUT010,2181.2889135750315
FDX15,OUT013,2181.2889135750315
FDA39,OUT035,2181.2889135750315
FDY24,OUT049,2181.2889135750315
FDC60,OUT017,2181.2889135750315
FDH28,OUT046,2181.2889135750315
FDT25,OUT017,2181.2889135750315
DRJ13,OUT013,2181.2889135750315
NCO07,OUT019,2181.2889135750315
FDW20,OUT013,2181.2889135750315
DRF27,OUT019,2181.2889135750315
FDS49,OUT035,2181.2889135750315
FDX25,OUT027,2181.2889135750315
NCX42,OUT027,2181.2889135750315
FDG33,OUT027,2181.2889135750315
FDL56,OUT045,2181.2889135750315
FDF14,OUT035,2181.2889135750315
NCD06,OUT046,2181.2889135750315
DRM47,OUT027,2181.2889135750315
FDS46,OUT019,2181.2889135750315
FDB35,OUT013,2181.2889135750315
FDX21,OUT027,2181.2889135750315
NCU05,OUT027,2181.2889135750315
NCR38,OUT045,2181.2889135750315
NCR18,OUT017,2181.2889135750315
NCU41,OUT035,2181.2889135750315
FDY56,OUT017,2181.2889135750315
DRJ51,OUT035,2181.2889135750315
FDK21,OUT035,2181.2889135750315
FDY25,OUT013,2181.2889135750315
FDU44,OUT035,2181.2889135750315
FDL43,OUT049,2181.2889135750315
FDF05,OUT017,2181.2889135750315
DRF15,OUT019,2181.2889135750315
FDL20,OUT018,2181.2889135750315
FDV32,OUT049,2181.2889135750315
FDJ34,OUT013,2181.2889135750315
FDG08,OUT045,2181.2889135750315
FDQ04,OUT019,2181.2889135750315
FDW13,OUT017,2181.2889135750315
NCI17,OUT013,2181.2889135750315
FDY03,OUT045,2181.2889135750315
FDS12,OUT017,2181.2889135750315
FDJ55,OUT013,2181.2889135750315
DRK01,OUT035,2181.2889135750315
FDG28,OUT017,2181.2889135750315
FDY38,OUT045,2181.2889135750315
FDN01,OUT045,2181.2889135750315
NCR54,OUT013,2181.2889135750315
FDG29,OUT013,2181.2889135750315
FDG24,OUT013,2181.2889135750315
FDG59,OUT017,2181.2889135750315
FDM28,OUT013,2181.2889135750315
FDW04,OUT046,2181.2889135750315
FDS26,OUT013,2181.2889135750315
FDQ56,OUT013,2181.2889135750315
FDK51,OUT035,2181.2889135750315
FDL22,OUT046,2181.2889135750315
FDH19,OUT027,2181.2889135750315
FDY55,OUT013,2181.2889135750315
FDY03,OUT017,2181.2889135750315
FDK21,OUT010,2181.2889135750315
FDZ10,OUT027,2181.2889135750315
FDZ32,OUT018,2181.2889135750315
NCZ18,OUT035,2181.2889135750315
NCF07,OUT027,2181.2889135750315
DRE49,OUT017,2181.2889135750315
FDJ08,OUT019,2181.2889135750315
FDT39,OUT035,2181.2889135750315
FDE08,OUT010,2181.2889135750315
NCD06,OUT018,2181.2889135750315
FDB57,OUT035,2181.2889135750315
NCT54,OUT049,2181.2889135750315
DRF49,OUT045,2181.2889135750315
FDM25,OUT027,2181.2889135750315
FDF20,OUT045,2181.2889135750315
FDH27,OUT018,2181.2889135750315
FDV60,OUT027,2181.2889135750315
FDY59,OUT049,2181.2889135750315
FDK36,OUT035,2181.2889135750315
NCM31,OUT046,2181.2889135750315
FDE33,OUT017,2181.2889135750315
FDU36,OUT046,2181.2889135750315
FDV13,OUT027,2181.2889135750315
FDV20,OUT019,2181.2889135750315
NCQ54,OUT035,2181.2889135750315
FDO23,OUT018,2181.2889135750315
DRE60,OUT045,2181.2889135750315
DRP47,OUT017,2181.2889135750315
FDB21,OUT045,2181.2889135750315
FDR04,OUT018,2181.2889135750315
FDX23,OUT046,2181.2889135750315
FDX19,OUT035,2181.2889135750315
FDD40,OUT035,2181.2889135750315
FDA01,OUT046,2181.2889135750315
FDS33,OUT046,2181.2889135750315
FDM50,OUT027,2181.2889135750315
FDB29,OUT013,2181.2889135750315
FDF46,OUT045,2181.2889135750315
FDA33,OUT045,2181.2889135750315
FDC08,OUT010,2181.2889135750315
FDB53,OUT045,2181.2889135750315
FDY31,OUT027,2181.2889135750315
DRQ35,OUT027,2181.2889135750315
FDX36,OUT049,2181.2889135750315
DRD13,OUT017,2181.2889135750315
FDC52,OUT017,2181.2889135750315
FDB45,OUT049,2181.2889135750315
NCK19,OUT010,2181.2889135750315
FDV51,OUT013,2181.2889135750315
FDZ35,OUT045,2181.2889135750315
NCW17,OUT027,2181.2889135750315
FDV59,OUT045,2181.2889135750315
DRH39,OUT013,2181.2889135750315
FDN60,OUT027,2181.2889135750315
FDU55,OUT045,2181.2889135750315
FDN58,OUT027,2181.2889135750315
FDC41,OUT019,2181.2889135750315
FDO01,OUT027,2181.2889135750315
NCO43,OUT046,2181.2889135750315
FDQ07,OUT045,2181.2889135750315
FDF28,OUT017,2181.2889135750315
FDM01,OUT017,2181.2889135750315
FDY49,OUT027,2181.2889135750315
FDR24,OUT013,2181.2889135750315
NCY18,OUT013,2181.2889135750315
NCY30,OUT045,2181.2889135750315
FDJ22,OUT019,2181.2889135750315
DRI37,OUT049,2181.2889135750315
FDL27,OUT049,2181.2889135750315
NCO30,OUT049,2181.2889135750315
NCB07,OUT049,2181.2889135750315
FDX25,OUT018,2181.2889135750315
FDP59,OUT018,2181.2889135750315
FDR59,OUT045,2181.2889135750315
FDT27,OUT013,2181.2889135750315
DRI01,OUT046,2181.2889135750315
FDU09,OUT049,2181.2889135750315
FDH26,OUT046,2181.2889135750315
FDH27,OUT046,2181.2889135750315
FDN39,OUT027,2181.2889135750315
FDH40,OUT046,2181.2889135750315
FDJ56,OUT027,2181.2889135750315
DRN47,OUT018,2181.2889135750315
NCO17,OUT046,2181.2889135750315
FDX60,OUT045,2181.2889135750315
FDT22,OUT049,2181.2889135750315
FDX26,OUT019,2181.2889135750315
FDG45,OUT013,2181.2889135750315
FDD44,OUT035,2181.2889135750315
FDS15,OUT017,2181.2889135750315
FDL51,OUT018,2181.2889135750315
FDL32,OUT017,2181.2889135750315
FDZ07,OUT027,2181.2889135750315
NCW53,OUT019,2181.2889135750315
NCA54,OUT045,2181.2889135750315
FDX09,OUT035,2181.2889135750315
FDO51,OUT013,2181.2889135750315
FDW49,OUT018,2181.2889135750315
FDB27,OUT046,2181.2889135750315
FDF45,OUT013,2181.2889135750315
FDV02,OUT013,2181.2889135750315
FDY28,OUT035,2181.2889135750315
FDX31,OUT027,2181.2889135750315
FDR43,OUT027,2181.2889135750315
FDP51,OUT018,2181.2889135750315
FDL52,OUT017,2181.2889135750315
FDR44,OUT046,2181.2889135750315
FDB34,OUT035,2181.2889135750315
FDC50,OUT035,2181.2889135750315
FDT57,OUT010,2181.2889135750315
FDP22,OUT027,2181.2889135750315
DRE49,OUT046,2181.2889135750315
FDM40,OUT046,2181.2889135750315
FDY32,OUT045,2181.2889135750315
FDW07,OUT046,2181.2889135750315
FDU02,OUT019,2181.2889135750315
NCF18,OUT045,2181.2889135750315
FDQ56,OUT049,2181.2889135750315
FDN58,OUT049,2181.2889135750315
FDG35,OUT046,2181.2889135750315
FDY34,OUT018,2181.2889135750315
NCE19,OUT045,2181.2889135750315
NCK31,OUT027,2181.2889135750315
NCJ29,OUT045,2181.2889135750315
FDT59,OUT035,2181.2889135750315
NCX41,OUT046,2181.2889135750315
FDU45,OUT027,2181.2889135750315
FDW24,OUT019,2181.2889135750315
FDF22,OUT049,2181.2889135750315
FDM60,OUT046,2181.2889135750315
FDR02,OUT013,2181.2889135750315
DRP35,OUT027,2181.2889135750315
FDS48,OUT046,2181.2889135750315
NCZ42,OUT010,2181.2889135750315
FDZ38,OUT018,2181.2889135750315
FDH19,OUT046,2181.2889135750315
NCB55,OUT046,2181.2889135750315
FDC15,OUT017,2181.2889135750315
FDF11,OUT035,2181.2889135750315
FDW35,OUT019,2181.2889135750315
FDB44,OUT045,2181.2889135750315
NCC06,OUT017,2181.2889135750315
FDR04,OUT010,2181.2889135750315
FDB17,OUT045,2181.2889135750315
FDW43,OUT049,2181.2889135750315
FDA27,OUT018,2181.2889135750315
NCU41,OUT049,2181.2889135750315
FDY56,OUT049,2181.2889135750315
FDV39,OUT018,2181.2889135750315
FDN32,OUT018,2181.2889135750315
FDW07,OUT045,2181.2889135750315
FDZ27,OUT045,2181.2889135750315
FDW23,OUT019,2181.2889135750315
FDU01,OUT046,2181.2889135750315
FDF10,OUT049,2181.2889135750315
DRH03,OUT019,2181.2889135750315
FDW27,OUT019,2181.2889135750315
DRI13,OUT013,2181.2889135750315
NCR05,OUT046,2181.2889135750315
FDB29,OUT045,2181.2889135750315
FDL51,OUT049,2181.2889135750315
FDB11,OUT013,2181.2889135750315
FDI35,OUT046,2181.2889135750315
FDX08,OUT046,2181.2889135750315
FDP59,OUT045,2181.2889135750315
NCJ18,OUT049,2181.2889135750315
FDJ41,OUT018,2181.2889135750315
FDU08,OUT035,2181.2889135750315
FDS09,OUT019,2181.2889135750315
DRH15,OUT013,2181.2889135750315
NCV17,OUT017,2181.2889135750315
NCO54,OUT027,2181.2889135750315
FDE24,OUT035,2181.2889135750315
FDH53,OUT046,2181.2889135750315
FDZ13,OUT018,2181.2889135750315
FDW28,OUT045,2181.2889135750315
FDU46,OUT013,2181.2889135750315
NCE43,OUT035,2181.2889135750315
FDS26,OUT027,2181.2889135750315
FDB14,OUT046,2181.2889135750315
DRB48,OUT027,2181.2889135750315
NCC42,OUT013,2181.2889135750315
FDQ20,OUT013,2181.2889135750315
FDA13,OUT017,2181.2889135750315
FDZ15,OUT046,2181.2889135750315
NCV42,OUT017,2181.2889135750315
DRI51,OUT018,2181.2889135750315
FDO28,OUT035,2181.2889135750315
NCS54,OUT013,2181.2889135750315
FDH16,OUT017,2181.2889135750315
FDG24,OUT045,2181.2889135750315
FDR52,OUT018,2181.2889135750315
NCH06,OUT045,2181.2889135750315
FDA36,OUT045,2181.2889135750315
FDU56,OUT027,2181.2889135750315
FDT09,OUT049,2181.2889135750315
FDU25,OUT046,2181.2889135750315
FDK41,OUT046,2181.2889135750315
NCT54,OUT035,2181.2889135750315
FDV51,OUT010,2181.2889135750315
FDM24,OUT045,2181.2889135750315
NCO30,OUT045,2181.2889135750315
FDQ45,OUT013,2181.2889135750315
DRK59,OUT035,2181.2889135750315
FDW28,OUT046,2181.2889135750315
FDC02,OUT010,2181.2889135750315
FDR21,OUT035,2181.2889135750315
FDN48,OUT027,2181.2889135750315
FDT44,OUT045,2181.2889135750315
FDX14,OUT019,2181.2889135750315
FDH57,OUT046,2181.2889135750315
FDH28,OUT019,2181.2889135750315
NCT41,OUT019,2181.2889135750315
FDO11,OUT027,2181.2889135750315
NCP42,OUT017,2181.2889135750315
FDN09,OUT010,2181.2889135750315
FDP32,OUT035,2181.2889135750315
FDV57,OUT049,2181.2889135750315
FDW28,OUT013,2181.2889135750315
FDR56,OUT027,2181.2889135750315
FDA40,OUT035,2181.2889135750315
NCG42,OUT045,2181.2889135750315
NCK54,OUT017,2181.2889135750315
FDE16,OUT049,2181.2889135750315
FDB15,OUT010,2181.2889135750315
FDC40,OUT017,2181.2889135750315
FDE53,OUT027,2181.2889135750315
FDK24,OUT018,2181.2889135750315
FDW31,OUT018,2181.2889135750315
NCX29,OUT017,2181.2889135750315
NCM07,OUT035,2181.2889135750315
DRN36,OUT019,2181.2889135750315
FDQ37,OUT010,2181.2889135750315
FDK43,OUT045,2181.2889135750315
FDK28,OUT018,2181.2889135750315
FDR43,OUT045,2181.2889135750315
FDL48,OUT013,2181.2889135750315
DRL23,OUT045,2181.2889135750315
NCX42,OUT045,2181.2889135750315
DRD37,OUT018,2181.2889135750315
FDZ47,OUT027,2181.2889135750315
NCJ54,OUT027,2181.2889135750315
FDL52,OUT013,2181.2889135750315
FDC15,OUT010,2181.2889135750315
NCD19,OUT010,2181.2889135750315
FDD08,OUT013,2181.2889135750315
NCN18,OUT045,2181.2889135750315
FDY56,OUT046,2181.2889135750315
NCI29,OUT018,2181.2889135750315
NCE06,OUT019,2181.2889135750315
FDC08,OUT017,2181.2889135750315
FDU52,OUT045,2181.2889135750315
FDN16,OUT013,2181.2889135750315
NCM55,OUT010,2181.2889135750315
FDR49,OUT010,2181.2889135750315
FDC15,OUT049,2181.2889135750315
FDB53,OUT017,2181.2889135750315
FDK44,OUT046,2181.2889135750315
FDA16,OUT035,2181.2889135750315
FDO19,OUT027,2181.2889135750315
FDO04,OUT046,2181.2889135750315
NCL19,OUT035,2181.2889135750315
FDA44,OUT010,2181.2889135750315
FDR60,OUT017,2181.2889135750315
FDV37,OUT027,2181.2889135750315
FDG53,OUT013,2181.2889135750315
DRG01,OUT035,2181.2889135750315
FDB38,OUT019,2181.2889135750315
FDI27,OUT049,2181.2889135750315
FDD29,OUT010,2181.2889135750315
NCR41,OUT045,2181.2889135750315
FDW44,OUT049,2181.2889135750315
FDU21,OUT035,2181.2889135750315
FDI14,OUT046,2181.2889135750315
FDW50,OUT019,2181.2889135750315
FDN39,OUT046,2181.2889135750315
FDT31,OUT017,2181.2889135750315
FDJ14,OUT017,2181.2889135750315
NCQ43,OUT027,2181.2889135750315
FDZ22,OUT027,2181.2889135750315
FDU38,OUT017,2181.2889135750315
FDS32,OUT045,2181.2889135750315
DRH13,OUT018,2181.2889135750315
DRF03,OUT010,2181.2889135750315
FDJ20,OUT049,2181.2889135750315
FDE22,OUT019,2181.2889135750315
FDX22,OUT035,2181.2889135750315
DRM11,OUT013,2181.2889135750315
FDL58,OUT045,2181.2889135750315
FDL25,OUT049,2181.2889135750315
FDD40,OUT049,2181.2889135750315
FDT08,OUT045,2181.2889135750315
FDO22,OUT017,2181.2889135750315
NCM41,OUT018,2181.2889135750315
FDJ21,OUT045,2181.2889135750315
FDC53,OUT018,2181.2889135750315
DRK35,OUT019,2181.2889135750315
FDQ09,OUT018,2181.2889135750315
DRB48,OUT046,2181.2889135750315
DRE25,OUT035,2181.2889135750315
FDL08,OUT013,2181.2889135750315
NCV42,OUT049,2181.2889135750315
FDW03,OUT049,2181.2889135750315
FDL25,OUT017,2181.2889135750315
FDC17,OUT018,2181.2889135750315
FDK44,OUT045,2181.2889135750315
FDE34,OUT046,2181.2889135750315
FDP10,OUT035,2181.2889135750315
FDZ22,OUT045,2181.2889135750315
NCK19,OUT013,2181.2889135750315
FDO44,OUT027,2181.2889135750315
NCU41,OUT046,2181.2889135750315
NCF31,OUT045,2181.2889135750315
FDG14,OUT017,2181.2889135750315
NCH30,OUT035,2181.2889135750315
FDR36,OUT013,2181.2889135750315
NCJ30,OUT046,2181.2889135750315
FDR08,OUT045,2181.2889135750315
FDU04,OUT018,2181.2889135750315
NCQ50,OUT017,2181.2889135750315
FDL46,OUT027,2181.2889135750315
DRK37,OUT046,2181.2889135750315
FDK48,OUT046,2181.2889135750315
FDV58,OUT046,2181.2889135750315
FDN27,OUT018,2181.2889135750315
FDZ52,OUT049,2181.2889135750315
NCF42,OUT046,2181.2889135750315
FDQ48,OUT035,2181.2889135750315
FDW49,OUT045,2181.2889135750315
FDR58,OUT035,2181.2889135750315
NCE07,OUT017,2181.2889135750315
FDK14,OUT046,2181.2889135750315
FDC11,OUT027,2181.2889135750315
FDL22,OUT045,2181.2889135750315
NCQ41,OUT013,2181.2889135750315
FDX46,OUT013,2181.2889135750315
FDC35,OUT045,2181.2889135750315
FDH45,OUT035,2181.2889135750315
FDX33,OUT017,2181.2889135750315
DRJ35,OUT013,2181.2889135750315
FDC40,OUT013,2181.2889135750315
FDO19,OUT045,2181.2889135750315
FDP13,OUT049,2181.2889135750315
FDP24,OUT049,2181.2889135750315
NCQ42,OUT018,2181.2889135750315
FDY59,OUT018,2181.2889135750315
FDU14,OUT045,2181.2889135750315
FDB21,OUT035,2181.2889135750315
FDT32,OUT018,2181.2889135750315
FDK20,OUT049,2181.2889135750315
FDX09,OUT027,2181.2889135750315
FDM01,OUT035,2181.2889135750315
DRI37,OUT027,2181.2889135750315
FDL20,OUT045,2181.2889135750315
FDU13,OUT018,2181.2889135750315
FDE05,OUT019,2181.2889135750315
FDE58,OUT013,2181.2889135750315
FDT32,OUT027,2181.2889135750315
FDZ01,OUT010,2181.2889135750315
FDM08,OUT046,2181.2889135750315
FDS58,OUT013,2181.2889135750315
FDZ26,OUT046,2181.2889135750315
FDC46,OUT027,2181.2889135750315
FDY51,OUT018,2181.2889135750315
FDL34,OUT017,2181.2889135750315
DRG39,OUT018,2181.2889135750315
NCG43,OUT018,2181.2889135750315
FDT01,OUT045,2181.2889135750315
NCR38,OUT017,2181.2889135750315
DRF01,OUT049,2181.2889135750315
FDF53,OUT035,2181.2889135750315
FDS45,OUT013,2181.2889135750315
FDR20,OUT017,2181.2889135750315
FDY07,OUT010,2181.2889135750315
FDD38,OUT045,2181.2889135750315
DRF15,OUT018,2181.2889135750315
FDH32,OUT046,2181.2889135750315
NCJ42,OUT046,2181.2889135750315
FDB56,OUT018,2181.2889135750315
FDD03,OUT018,2181.2889135750315
NCL18,OUT013,2181.2889135750315
FDW22,OUT049,2181.2889135750315
FDE32,OUT035,2181.2889135750315
FDA34,OUT027,2181.2889135750315
FDJ08,OUT017,2181.2889135750315
FDG38,OUT013,2181.2889135750315
FDD29,OUT018,2181.2889135750315
NCE31,OUT013,2181.2889135750315
FDS19,OUT013,2181.2889135750315
FDU11,OUT013,2181.2889135750315
FDL02,OUT049,2181.2889135750315
FDO51,OUT027,2181.2889135750315
DRK23,OUT018,2181.2889135750315
FDO27,OUT018,2181.2889135750315
FDB16,OUT049,2181.2889135750315
FDA44,OUT017,2181.2889135750315
NCB18,OUT018,2181.2889135750315
NCL53,OUT046,2181.2889135750315
FDR16,OUT018,2181.2889135750315
NCQ05,OUT013,2181.2889135750315
FDF44,OUT018,2181.2889135750315
FDU50,OUT017,2181.2889135750315
FDG20,OUT010,2181.2889135750315
FDD58,OUT035,2181.2889135750315
FDT01,OUT017,2181.2889135750315
FDK15,OUT049,2181.2889135750315
FDJ08,OUT049,2181.2889135750315
FDS10,OUT027,2181.2889135750315
FDJ55,OUT049,2181.2889135750315
FDU32,OUT010,2181.2889135750315
FDG09,OUT035,2181.2889135750315
FDE39,OUT045,2181.2889135750315
FDU56,OUT013,2181.2889135750315
NCH55,OUT045,2181.2889135750315
FDX33,OUT027,2181.2889135750315
FDR24,OUT045,2181.2889135750315
FDC33,OUT027,2181.2889135750315
NCV54,OUT027,2181.2889135750315
NCQ02,OUT013,2181.2889135750315
NCU17,OUT049,2181.2889135750315
NCZ06,OUT019,2181.2889135750315
FDV37,OUT035,2181.2889135750315
DRH25,OUT027,2181.2889135750315
NCI43,OUT035,2181.2889135750315
NCQ53,OUT017,2181.2889135750315
NCT18,OUT035,2181.2889135750315
FDF14,OUT049,2181.2889135750315
FDM14,OUT046,2181.2889135750315
FDX57,OUT010,2181.2889135750315
NCV05,OUT046,2181.2889135750315
FDX39,OUT013,2181.2889135750315
FDA23,OUT046,2181.2889135750315
NCV06,OUT046,2181.2889135750315
NCE31,OUT045,2181.2889135750315
DRI39,OUT010,2181.2889135750315
FDH21,OUT049,2181.2889135750315
FDR26,OUT046,2181.2889135750315
FDA14,OUT019,2181.2889135750315
FDG21,OUT018,2181.2889135750315
NCQ38,OUT018,2181.2889135750315
FDN20,OUT046,2181.2889135750315
NCN29,OUT017,2181.2889135750315
FDI28,OUT018,2181.2889135750315
FDA03,OUT027,2181.2889135750315
FDZ28,OUT046,2181.2889135750315
FDO52,OUT027,2181.2889135750315
FDU10,OUT017,2181.2889135750315
FDP13,OUT027,2181.2889135750315
FDV02,OUT027,2181.2889135750315
FDS28,OUT049,2181.2889135750315
FDW49,OUT046,2181.2889135750315
