Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDX15,OUT013,2181.288913575136
FDA39,OUT035,2181.288913575136
FDY24,OUT049,2181.288913575136
FDC60,OUT017,2181.288913575136
FDH28,OUT046,2181.288913575136
FDT25,OUT017,2181.288913575136
DRJ13,OUT013,2181.288913575136
NCO07,OUT019,2181.288913575136
FDW20,OUT013,2181.288913575136
DRF27,OUT019,2181.288913575136
FDS49,OUT035,2181.288913575136
FDX25,OUT027,2181.288913575136
NCX42,OUT027,2181.288913575136
FDG33,OUT027,2181.288913575136
FDL56,OUT045,2181.288913575136
FDF14,OUT035,2181.288913575136
NCD06,OUT046,2181.288913575136
DRM47,OUT027,2181.288913575136
FDS46,OUT019,2181.288913575136
FDB35,OUT013,2181.288913575136
FDX21,OUT027,2181.288913575136
NCU05,OUT027,2181.288913575136
NCR38,OUT045,2181.288913575136
NCR18,OUT017,2181.288913575136
NCU41,OUT035,2181.288913575136
FDY56,OUT017,2181.288913575136
DRJ51,OUT035,2181.288913575136
FDK21,OUT035,2181.288913575136
FDY25,OUT013,2181.288913575136
FDU44,OUT035,2181.288913575136
FDL43,OUT049,2181.288913575136
FDF05,OUT017,2181.288913575136
DRF15,OUT019,2181.288913575136
FDL20,OUT018,2181.288913575136
FDV32,OUT049,2181.288913575136
FDJ34,OUT013,2181.288913575136
FDG08,OUT045,2181.288913575136
FDQ04,OUT019,2181.288913575136
FDW13,OUT017,2181.288913575136
NCI17,OUT013,2181.288913575136
FDY03,OUT045,2181.288913575136
FDS12,OUT017,2181.288913575136
FDJ55,OUT013,2181.288913575136
DRK01,OUT035,2181.288913575136
FDG28,OUT017,2181.288913575136
FDY38,OUT045,2181.288913575136
FDN01,OUT045,2181.288913575136
NCR54,OUT013,2181.288913575136
FDG29,OUT013,2181.288913575136
FDG24,OUT013,2181.288913575136
FDG59,OUT017,2181.288913575136
FDM28,OUT013,2181.288913575136
FDW04,OUT046,2181.288913575136
FDS26,OUT013,2181.288913575136
FDQ56,OUT013,2181.288913575136
FDK51,OUT035,2181.288913575136
FDL22,OUT046,2181.288913575136
FDH19,OUT027,2181.288913575136
FDY55,OUT013,2181.288913575136
FDY03,OUT017,2181.288913575136
FDK21,OUT010,2181.288913575136
FDZ10,OUT027,2181.288913575136
FDZ32,OUT018,2181.288913575136
NCZ18,OUT035,2181.288913575136
NCF07,OUT027,2181.288913575136
DRE49,OUT017,2181.288913575136
FDJ08,OUT019,2181.288913575136
FDT39,OUT035,2181.288913575136
FDE08,OUT010,2181.288913575136
NCD06,OUT018,2181.288913575136
FDB57,OUT035,2181.288913575136
NCT54,OUT049,2181.288913575136
DRF49,OUT045,2181.288913575136
FDM25,OUT027,2181.288913575136
FDF20,OUT045,2181.288913575136
FDH27,OUT018,2181.288913575136
FDV60,OUT027,2181.288913575136
FDY59,OUT049,2181.288913575136
FDK36,OUT035,2181.288913575136
NCM31,OUT046,2181.288913575136
FDE33,OUT017,2181.288913575136
FDU36,OUT046,2181.288913575136
FDV13,OUT027,2181.288913575136
FDV20,OUT019,2181.288913575136
NCQ54,OUT035,2181.288913575136
FDO23,OUT018,2181.288913575136
DRE60,OUT045,2181.288913575136
DRP47,OUT017,2181.288913575136
FDB21,OUT045,2181.288913575136
FDR04,OUT018,2181.288913575136
FDX23,OUT046,2181.288913575136
FDX19,OUT035,2181.288913575136
FDD40,OUT035,2181.288913575136
FDA01,OUT046,2181.288913575136
FDS33,OUT046,2181.288913575136
FDM50,OUT027,2181.288913575136
FDB29,OUT013,2181.288913575136
FDF46,OUT045,2181.288913575136
FDA33,OUT045,2181.288913575136
FDC08,OUT010,2181.288913575136
FDB53,OUT045,2181.288913575136
FDY31,OUT027,2181.288913575136
DRQ35,OUT027,2181.288913575136
FDX36,OUT049,2181.288913575136
DRD13,OUT017,2181.288913575136
FDC52,OUT017,2181.288913575136
FDB45,OUT049,2181.288913575136
NCK19,OUT010,2181.288913575136
FDV51,OUT013,2181.288913575136
FDZ35,OUT045,2181.288913575136
NCW17,OUT027,2181.288913575136
FDV59,OUT045,2181.288913575136
DRH39,OUT013,2181.288913575136
FDN60,OUT027,2181.288913575136
FDU55,OUT045,2181.288913575136
FDN58,OUT027,2181.288913575136
FDC41,OUT019,2181.288913575136
FDO01,OUT027,2181.288913575136
NCO43,OUT046,2181.288913575136
FDQ07,OUT045,2181.288913575136
FDF28,OUT017,2181.288913575136
FDM01,OUT017,2181.288913575136
FDY49,OUT027,2181.288913575136
FDR24,OUT013,2181.288913575136
NCY18,OUT013,2181.288913575136
NCY30,OUT045,2181.288913575136
FDJ22,OUT019,2181.288913575136
DRI37,OUT049,2181.288913575136
FDL27,OUT049,2181.288913575136
NCO30,OUT049,2181.288913575136
NCB07,OUT049,2181.288913575136
FDX25,OUT018,2181.288913575136
FDP59,OUT018,2181.288913575136
FDR59,OUT045,2181.288913575136
FDT27,OUT013,2181.288913575136
DRI01,OUT046,2181.288913575136
FDU09,OUT049,2181.288913575136
FDH26,OUT046,2181.288913575136
FDH27,OUT046,2181.288913575136
FDN39,OUT027,2181.288913575136
FDH40,OUT046,2181.288913575136
FDJ56,OUT027,2181.288913575136
DRN47,OUT018,2181.288913575136
NCO17,OUT046,2181.288913575136
FDX60,OUT045,2181.288913575136
FDT22,OUT049,2181.288913575136
FDX26,OUT019,2181.288913575136
FDG45,OUT013,2181.288913575136
FDD44,OUT035,2181.288913575136
FDS15,OUT017,2181.288913575136
FDL51,OUT018,2181.288913575136
FDL32,OUT017,2181.288913575136
FDZ07,OUT027,2181.288913575136
NCW53,OUT019,2181.288913575136
NCA54,OUT045,2181.288913575136
FDX09,OUT035,2181.288913575136
FDO51,OUT013,2181.288913575136
FDW49,OUT018,2181.288913575136
FDB27,OUT046,2181.288913575136
FDF45,OUT013,2181.288913575136
FDV02,OUT013,2181.288913575136
FDY28,OUT035,2181.288913575136
FDX31,OUT027,2181.288913575136
FDR43,OUT027,2181.288913575136
FDP51,OUT018,2181.288913575136
FDL52,OUT017,2181.288913575136
FDR44,OUT046,2181.288913575136
FDB34,OUT035,2181.288913575136
FDC50,OUT035,2181.288913575136
FDT57,OUT010,2181.288913575136
FDP22,OUT027,2181.288913575136
DRE49,OUT046,2181.288913575136
FDM40,OUT046,2181.288913575136
FDY32,OUT045,2181.288913575136
FDW07,OUT046,2181.288913575136
FDU02,OUT019,2181.288913575136
NCF18,OUT045,2181.288913575136
FDQ56,OUT049,2181.288913575136
FDN58,OUT049,2181.288913575136
FDG35,OUT046,2181.288913575136
FDY34,OUT018,2181.288913575136
NCE19,OUT045,2181.288913575136
NCK31,OUT027,2181.288913575136
NCJ29,OUT045,2181.288913575136
FDT59,OUT035,2181.288913575136
NCX41,OUT046,2181.288913575136
FDU45,OUT027,2181.288913575136
FDW24,OUT019,2181.288913575136
FDF22,OUT049,2181.288913575136
FDM60,OUT046,2181.288913575136
FDR02,OUT013,2181.288913575136
DRP35,OUT027,2181.288913575136
FDS48,OUT046,2181.288913575136
NCZ42,OUT010,2181.288913575136
FDZ38,OUT018,2181.288913575136
FDH19,OUT046,2181.288913575136
NCB55,OUT046,2181.288913575136
FDC15,OUT017,2181.288913575136
FDF11,OUT035,2181.288913575136
FDW35,OUT019,2181.288913575136
FDB44,OUT045,2181.288913575136
NCC06,OUT017,2181.288913575136
FDR04,OUT010,2181.288913575136
FDB17,OUT045,2181.288913575136
FDW43,OUT049,2181.288913575136
FDA27,OUT018,2181.288913575136
NCU41,OUT049,2181.288913575136
FDY56,OUT049,2181.288913575136
FDV39,OUT018,2181.288913575136
FDN32,OUT018,2181.288913575136
FDW07,OUT045,2181.288913575136
FDZ27,OUT045,2181.288913575136
FDW23,OUT019,2181.288913575136
FDU01,OUT046,2181.288913575136
FDF10,OUT049,2181.288913575136
DRH03,OUT019,2181.288913575136
FDW27,OUT019,2181.288913575136
DRI13,OUT013,2181.288913575136
NCR05,OUT046,2181.288913575136
FDB29,OUT045,2181.288913575136
FDL51,OUT049,2181.288913575136
FDB11,OUT013,2181.288913575136
FDI35,OUT046,2181.288913575136
FDX08,OUT046,2181.288913575136
FDP59,OUT045,2181.288913575136
NCJ18,OUT049,2181.288913575136
FDJ41,OUT018,2181.288913575136
FDU08,OUT035,2181.288913575136
FDS09,OUT019,2181.288913575136
DRH15,OUT013,2181.288913575136
NCV17,OUT017,2181.288913575136
NCO54,OUT027,2181.288913575136
FDE24,OUT035,2181.288913575136
FDH53,OUT046,2181.288913575136
FDZ13,OUT018,2181.288913575136
FDW28,OUT045,2181.288913575136
FDU46,OUT013,2181.288913575136
NCE43,OUT035,2181.288913575136
FDS26,OUT027,2181.288913575136
FDB14,OUT046,2181.288913575136
DRB48,OUT027,2181.288913575136
NCC42,OUT013,2181.288913575136
FDQ20,OUT013,2181.288913575136
FDA13,OUT017,2181.288913575136
FDZ15,OUT046,2181.288913575136
NCV42,OUT017,2181.288913575136
DRI51,OUT018,2181.288913575136
FDO28,OUT035,2181.288913575136
NCS54,OUT013,2181.288913575136
FDH16,OUT017,2181.288913575136
FDG24,OUT045,2181.288913575136
FDR52,OUT018,2181.288913575136
NCH06,OUT045,2181.288913575136
FDA36,OUT045,2181.288913575136
FDU56,OUT027,2181.288913575136
FDT09,OUT049,2181.288913575136
FDU25,OUT046,2181.288913575136
FDK41,OUT046,2181.288913575136
NCT54,OUT035,2181.288913575136
FDV51,OUT010,2181.288913575136
FDM24,OUT045,2181.288913575136
NCO30,OUT045,2181.288913575136
FDQ45,OUT013,2181.288913575136
DRK59,OUT035,2181.288913575136
FDW28,OUT046,2181.288913575136
FDC02,OUT010,2181.288913575136
FDR21,OUT035,2181.288913575136
FDN48,OUT027,2181.288913575136
FDT44,OUT045,2181.288913575136
FDX14,OUT019,2181.288913575136
FDH57,OUT046,2181.288913575136
FDH28,OUT019,2181.288913575136
NCT41,OUT019,2181.288913575136
FDO11,OUT027,2181.288913575136
NCP42,OUT017,2181.288913575136
FDN09,OUT010,2181.288913575136
FDP32,OUT035,2181.288913575136
FDV57,OUT049,2181.288913575136
FDW28,OUT013,2181.288913575136
FDR56,OUT027,2181.288913575136
FDA40,OUT035,2181.288913575136
NCG42,OUT045,2181.288913575136
NCK54,OUT017,2181.288913575136
FDE16,OUT049,2181.288913575136
FDB15,OUT010,2181.288913575136
FDC40,OUT017,2181.288913575136
FDE53,OUT027,2181.288913575136
FDK24,OUT018,2181.288913575136
FDW31,OUT018,2181.288913575136
NCX29,OUT017,2181.288913575136
NCM07,OUT035,2181.288913575136
DRN36,OUT019,2181.288913575136
FDQ37,OUT010,2181.288913575136
FDK43,OUT045,2181.288913575136
FDK28,OUT018,2181.288913575136
FDR43,OUT045,2181.288913575136
FDL48,OUT013,2181.288913575136
DRL23,OUT045,2181.288913575136
NCX42,OUT045,2181.288913575136
DRD37,OUT018,2181.288913575136
FDZ47,OUT027,2181.288913575136
NCJ54,OUT027,2181.288913575136
FDL52,OUT013,2181.288913575136
FDC15,OUT010,2181.288913575136
NCD19,OUT010,2181.288913575136
FDD08,OUT013,2181.288913575136
NCN18,OUT045,2181.288913575136
FDY56,OUT046,2181.288913575136
NCI29,OUT018,2181.288913575136
NCE06,OUT019,2181.288913575136
FDC08,OUT017,2181.288913575136
FDU52,OUT045,2181.288913575136
FDN16,OUT013,2181.288913575136
NCM55,OUT010,2181.288913575136
FDR49,OUT010,2181.288913575136
FDC15,OUT049,2181.288913575136
FDB53,OUT017,2181.288913575136
FDK44,OUT046,2181.288913575136
FDA16,OUT035,2181.288913575136
FDO19,OUT027,2181.288913575136
FDO04,OUT046,2181.288913575136
NCL19,OUT035,2181.288913575136
FDA44,OUT010,2181.288913575136
FDR60,OUT017,2181.288913575136
FDV37,OUT027,2181.288913575136
FDG53,OUT013,2181.288913575136
DRG01,OUT035,2181.288913575136
FDB38,OUT019,2181.288913575136
FDI27,OUT049,2181.288913575136
FDD29,OUT010,2181.288913575136
NCR41,OUT045,2181.288913575136
FDW44,OUT049,2181.288913575136
FDU21,OUT035,2181.288913575136
FDI14,OUT046,2181.288913575136
FDW50,OUT019,2181.288913575136
FDN39,OUT046,2181.288913575136
FDT31,OUT017,2181.288913575136
FDJ14,OUT017,2181.288913575136
NCQ43,OUT027,2181.288913575136
FDZ22,OUT027,2181.288913575136
FDU38,OUT017,2181.288913575136
FDS32,OUT045,2181.288913575136
DRH13,OUT018,2181.288913575136
DRF03,OUT010,2181.288913575136
FDJ20,OUT049,2181.288913575136
FDE22,OUT019,2181.288913575136
FDX22,OUT035,2181.288913575136
DRM11,OUT013,2181.288913575136
FDL58,OUT045,2181.288913575136
FDL25,OUT049,2181.288913575136
FDD40,OUT049,2181.288913575136
FDT08,OUT045,2181.288913575136
FDO22,OUT017,2181.288913575136
NCM41,OUT018,2181.288913575136
FDJ21,OUT045,2181.288913575136
FDC53,OUT018,2181.288913575136
DRK35,OUT019,2181.288913575136
FDQ09,OUT018,2181.288913575136
DRB48,OUT046,2181.288913575136
DRE25,OUT035,2181.288913575136
FDL08,OUT013,2181.288913575136
NCV42,OUT049,2181.288913575136
FDW03,OUT049,2181.288913575136
FDL25,OUT017,2181.288913575136
FDC17,OUT018,2181.288913575136
FDK44,OUT045,2181.288913575136
FDE34,OUT046,2181.288913575136
FDP10,OUT035,2181.288913575136
FDZ22,OUT045,2181.288913575136
NCK19,OUT013,2181.288913575136
FDO44,OUT027,2181.288913575136
NCU41,OUT046,2181.288913575136
NCF31,OUT045,2181.288913575136
FDG14,OUT017,2181.288913575136
NCH30,OUT035,2181.288913575136
FDR36,OUT013,2181.288913575136
NCJ30,OUT046,2181.288913575136
FDR08,OUT045,2181.288913575136
FDU04,OUT018,2181.288913575136
NCQ50,OUT017,2181.288913575136
FDL46,OUT027,2181.288913575136
DRK37,OUT046,2181.288913575136
FDK48,OUT046,2181.288913575136
FDV58,OUT046,2181.288913575136
FDN27,OUT018,2181.288913575136
FDZ52,OUT049,2181.288913575136
NCF42,OUT046,2181.288913575136
FDQ48,OUT035,2181.288913575136
FDW49,OUT045,2181.288913575136
FDR58,OUT035,2181.288913575136
NCE07,OUT017,2181.288913575136
FDK14,OUT046,2181.288913575136
FDC11,OUT027,2181.288913575136
FDL22,OUT045,2181.288913575136
NCQ41,OUT013,2181.288913575136
FDX46,OUT013,2181.288913575136
FDC35,OUT045,2181.288913575136
FDH45,OUT035,2181.288913575136
FDX33,OUT017,2181.288913575136
DRJ35,OUT013,2181.288913575136
FDC40,OUT013,2181.288913575136
FDO19,OUT045,2181.288913575136
FDP13,OUT049,2181.288913575136
FDP24,OUT049,2181.288913575136
NCQ42,OUT018,2181.288913575136
FDY59,OUT018,2181.288913575136
FDU14,OUT045,2181.288913575136
FDB21,OUT035,2181.288913575136
FDT32,OUT018,2181.288913575136
FDK20,OUT049,2181.288913575136
FDX09,OUT027,2181.288913575136
FDM01,OUT035,2181.288913575136
DRI37,OUT027,2181.288913575136
FDL20,OUT045,2181.288913575136
FDU13,OUT018,2181.288913575136
FDE05,OUT019,2181.288913575136
FDE58,OUT013,2181.288913575136
FDT32,OUT027,2181.288913575136
FDZ01,OUT010,2181.288913575136
FDM08,OUT046,2181.288913575136
FDS58,OUT013,2181.288913575136
FDZ26,OUT046,2181.288913575136
FDC46,OUT027,2181.288913575136
FDY51,OUT018,2181.288913575136
FDL34,OUT017,2181.288913575136
DRG39,OUT018,2181.288913575136
NCG43,OUT018,2181.288913575136
FDT01,OUT045,2181.288913575136
NCR38,OUT017,2181.288913575136
DRF01,OUT049,2181.288913575136
FDF53,OUT035,2181.288913575136
FDS45,OUT013,2181.288913575136
FDR20,OUT017,2181.288913575136
FDY07,OUT010,2181.288913575136
FDD38,OUT045,2181.288913575136
DRF15,OUT018,2181.288913575136
FDH32,OUT046,2181.288913575136
NCJ42,OUT046,2181.288913575136
FDB56,OUT018,2181.288913575136
FDD03,OUT018,2181.288913575136
NCL18,OUT013,2181.288913575136
FDW22,OUT049,2181.288913575136
FDE32,OUT035,2181.288913575136
FDA34,OUT027,2181.288913575136
FDJ08,OUT017,2181.288913575136
FDG38,OUT013,2181.288913575136
FDD29,OUT018,2181.288913575136
NCE31,OUT013,2181.288913575136
FDS19,OUT013,2181.288913575136
FDU11,OUT013,2181.288913575136
FDL02,OUT049,2181.288913575136
FDO51,OUT027,2181.288913575136
DRK23,OUT018,2181.288913575136
FDO27,OUT018,2181.288913575136
FDB16,OUT049,2181.288913575136
FDA44,OUT017,2181.288913575136
NCB18,OUT018,2181.288913575136
NCL53,OUT046,2181.288913575136
FDR16,OUT018,2181.288913575136
NCQ05,OUT013,2181.288913575136
FDF44,OUT018,2181.288913575136
FDU50,OUT017,2181.288913575136
FDG20,OUT010,2181.288913575136
FDD58,OUT035,2181.288913575136
FDT01,OUT017,2181.288913575136
FDK15,OUT049,2181.288913575136
FDJ08,OUT049,2181.288913575136
FDS10,OUT027,2181.288913575136
FDJ55,OUT049,2181.288913575136
FDU32,OUT010,2181.288913575136
FDG09,OUT035,2181.288913575136
FDE39,OUT045,2181.288913575136
FDU56,OUT013,2181.288913575136
NCH55,OUT045,2181.288913575136
FDX33,OUT027,2181.288913575136
FDR24,OUT045,2181.288913575136
FDC33,OUT027,2181.288913575136
NCV54,OUT027,2181.288913575136
NCQ02,OUT013,2181.288913575136
NCU17,OUT049,2181.288913575136
NCZ06,OUT019,2181.288913575136
FDV37,OUT035,2181.288913575136
DRH25,OUT027,2181.288913575136
NCI43,OUT035,2181.288913575136
NCQ53,OUT017,2181.288913575136
NCT18,OUT035,2181.288913575136
FDF14,OUT049,2181.288913575136
FDM14,OUT046,2181.288913575136
FDX57,OUT010,2181.288913575136
NCV05,OUT046,2181.288913575136
FDX39,OUT013,2181.288913575136
FDA23,OUT046,2181.288913575136
NCV06,OUT046,2181.288913575136
NCE31,OUT045,2181.288913575136
DRI39,OUT010,2181.288913575136
FDH21,OUT049,2181.288913575136
FDR26,OUT046,2181.288913575136
FDA14,OUT019,2181.288913575136
FDG21,OUT018,2181.288913575136
NCQ38,OUT018,2181.288913575136
FDN20,OUT046,2181.288913575136
NCN29,OUT017,2181.288913575136
FDI28,OUT018,2181.288913575136
FDA03,OUT027,2181.288913575136
FDZ28,OUT046,2181.288913575136
FDO52,OUT027,2181.288913575136
FDU10,OUT017,2181.288913575136
FDP13,OUT027,2181.288913575136
FDV02,OUT027,2181.288913575136
FDS28,OUT049,2181.288913575136
FDW49,OUT046,2181.288913575136
FDP33,OUT046,2181.288913575136
FDJ03,OUT045,2181.288913575136
FDQ51,OUT013,2181.288913575136
DRK23,OUT049,2181.288913575136
FDU11,OUT045,2181.288913575136
NCK06,OUT035,2181.288913575136
FDY09,OUT017,2181.288913575136
NCY18,OUT035,2181.288913575136
FDA10,OUT049,2181.288913575136
FDO34,OUT017,2181.288913575136
FDE38,OUT027,2181.288913575136
FDF40,OUT017,2181.288913575136
FDY02,OUT017,2181.288913575136
FDS03,OUT019,2181.288913575136
FDB59,OUT046,2181.288913575136
NCQ42,OUT049,2181.288913575136
FDO15,OUT049,2181.288913575136
DRN47,OUT010,2181.288913575136
FDA03,OUT035,2181.288913575136
FDA01,OUT035,2181.288913575136
FDB38,OUT046,2181.288913575136
FDT59,OUT017,2181.288913575136
FDG08,OUT035,2181.288913575136
FDV56,OUT027,2181.288913575136
FDY26,OUT046,2181.288913575136
DRE13,OUT035,2181.288913575136
FDE51,OUT046,2181.288913575136
FDL40,OUT045,2181.288913575136
FDD50,OUT046,2181.288913575136
FDC04,OUT027,2181.288913575136
FDN15,OUT010,2181.288913575136
FDC46,OUT013,2181.288913575136
FDV56,OUT013,2181.288913575136
FDK43,OUT018,2181.288913575136
NCR29,OUT045,2181.288913575136
FDY03,OUT046,2181.288913575136
FDU44,OUT049,2181.288913575136
FDZ04,OUT013,2181.288913575136
FDU16,OUT049,2181.288913575136
FDV07,OUT045,2181.288913575136
NCL19,OUT013,2181.288913575136
